de,en,1538463933_1534241803,https://www.boerse-online.de/nachrichten/aktien/roundup-bloomberg-steigt-aus-praesidentschaftsrennen-der-us-demokraten-aus-1028964853,http://www.hngnews.com/lake_mills_leader/article_a1adf5d8-498b-5dc5-96d9-83e4220fbf8a.html,https://web.archive.org/web/www.boerse-online.de/nachrichten/aktien/roundup-bloomberg-steigt-aus-praesidentschaftsrennen-der-us-demokraten-aus-1028964853,https://web.archive.org/web/www.hngnews.com/lake_mills_leader/article_a1adf5d8-498b-5dc5-96d9-83e4220fbf8a.html,1.0,1.0,1.0,4.0,3.0,4.0,4.0
de,en,1501362279_1518551935,https://www.sueddeutsche.de/politik/us-senat-impeachment-prozess-1.4766825,https://www.washingtonexaminer.com/news/take-matters-in-our-own-hands-graham-mulls-rule-change-to-start-impeachment-trial-without-articles-from-pelosi,https://web.archive.org/web/www.sueddeutsche.de/politik/us-senat-impeachment-prozess-1.4766825,https://web.archive.org/web/www.washingtonexaminer.com/news/take-matters-in-our-own-hands-graham-mulls-rule-change-to-start-impeachment-trial-without-articles-from-pelosi,1.0,1.0,3.0,2.0,2.0,1.0,1.0
de,en,1609890211_1510785328,"https://www.vaterland.li/region/international/ergaenzung-pariser-polizei-darf-corona-regeln-nicht-mehr-mit-drohnen-ueberwachen;art102,418980",https://365project.org/parisouailleurs/extras/2020-01-30,"https://web.archive.org/web/www.vaterland.li/region/international/ergaenzung-pariser-polizei-darf-corona-regeln-nicht-mehr-mit-drohnen-ueberwachen;art102,418980",https://web.archive.org/web/365project.org/parisouailleurs/extras/2020-01-30,4.0,4.0,4.0,4.0,4.0,4.0,4.0
de,en,1569227449_1566531186,https://www.shz.de/regionales/newsticker-nord/fielmann-trifft-vorbereitungen-fuer-notbetrieb-der-filialen-id27931357.html,http://www.pap.pl/centrum-prasowe/618525%2Cfielmann-starts-producing-protective-glasses.html,https://web.archive.org/web/www.shz.de/regionales/newsticker-nord/fielmann-trifft-vorbereitungen-fuer-notbetrieb-der-filialen-id27931357.html,https://web.archive.org/web/www.pap.pl/centrum-prasowe/618525%2Cfielmann-starts-producing-protective-glasses.html,1.0,1.0,1.0,2.0,1.0,1.0,1.0
de,en,1615943273_1610177132,https://www.ruhrbarone.de/cartoons-ohne-bilder-98/185548?utm_source=rss&utm_medium=rss,http://rssfeeds.azcentral.com/~/624365470/0/phoenix/local~Drone-footage-of-border-wall-construction/,https://web.archive.org/web/www.ruhrbarone.de/cartoons-ohne-bilder-98/185548?utm_source=rss&utm_medium=rss,https://web.archive.org/web/rssfeeds.azcentral.com/~/624365470/0/phoenix/local~Drone-footage-of-border-wall-construction/,3.0,1.0,1.0,4.0,3.0,4.0,2.0
de,en,1489104765_1627369300,https://www.volksfreund.de/region/rheinland-pfalz/prozess-wegen-totschlags-angeklagte-schuldunfaehig_aid-48198766,https://www.yonkerstribune.com/2020/06/yonkers-police-benevolent-association-endorses-former-public-defender-karen-best-for-yonkers-city-court-judge,https://web.archive.org/web/www.volksfreund.de/region/rheinland-pfalz/prozess-wegen-totschlags-angeklagte-schuldunfaehig_aid-48198766,https://web.archive.org/web/www.yonkerstribune.com/2020/06/yonkers-police-benevolent-association-endorses-former-public-defender-karen-best-for-yonkers-city-court-judge,4.0,4.0,4.0,4.0,4.0,4.0,4.0
de,en,1557298024_1561233537,https://www.bzbasel.ch/limmattal/brand-in-gartenhaeuschen-ueber-100000-franken-schaden-137344267,https://www.keloland.com/news/healthbeat/coronavirus/city-officials-encourage-going-outside-this-weekend-just-not-in-groups/,https://web.archive.org/web/www.bzbasel.ch/limmattal/brand-in-gartenhaeuschen-ueber-100000-franken-schaden-137344267,https://web.archive.org/web/www.keloland.com/news/healthbeat/coronavirus/city-officials-encourage-going-outside-this-weekend-just-not-in-groups/,4.0,4.0,1.0,4.0,4.0,1.0,2.0
de,en,1608937018_1486926924,https://www.krone.at/2155293,https://www.finanznachrichten.de/nachrichten-2020-01/48533828-21st-austria-weekly-foreign-trade-statistics-31-12-2019-245.htm,https://web.archive.org/web/www.krone.at/2155293,https://web.archive.org/web/www.finanznachrichten.de/nachrichten-2020-01/48533828-21st-austria-weekly-foreign-trade-statistics-31-12-2019-245.htm,1.0,4.0,4.0,4.0,4.0,3.0,2.0
de,en,1521779533_1484662752,https://www.stern.de/panorama/stern-crime/berlin--ein-toter--vier-verletzte-bei-schiesserei-am-tempodrom-9139774.html?utm_campaign=alle&utm_medium=rss-feed&utm_source=standard,https://www.ndtv.com/world-news/gunman-opens-fire-at-cafe-in-berlin-city-centre-cops-2156474,https://web.archive.org/web/www.stern.de/panorama/stern-crime/berlin--ein-toter--vier-verletzte-bei-schiesserei-am-tempodrom-9139774.html?utm_campaign=alle&utm_medium=rss-feed&utm_source=standard,https://web.archive.org/web/www.ndtv.com/world-news/gunman-opens-fire-at-cafe-in-berlin-city-centre-cops-2156474,1.0,3.0,4.0,1.0,4.0,2.0,2.0
de,en,1551119371_1553328283,https://www.derwesten.de/region/penny-mann-rastet-im-discounter-aus-coronavirus-id228715783.html,https://newstalkkzrg.com/2020/03/19/first-case-of-covid-19-in-cherokee-county/,https://web.archive.org/web/www.derwesten.de/region/penny-mann-rastet-im-discounter-aus-coronavirus-id228715783.html,https://web.archive.org/web/newstalkkzrg.com/2020/03/19/first-case-of-covid-19-in-cherokee-county/,4.0,4.0,1.0,4.0,4.0,2.0,2.0
de,en,1622950194_1526160904,https://www.ots.at/presseaussendung/OTS_20200602_OTS0025/tpa-gruppe-gewinnt-real-estate-brand-award-2020-bild,http://www.mladiinfo.eu/2020/02/20/fellowship-journalistic-excellence/,https://web.archive.org/web/www.ots.at/presseaussendung/OTS_20200602_OTS0025/tpa-gruppe-gewinnt-real-estate-brand-award-2020-bild,https://web.archive.org/web/www.mladiinfo.eu/2020/02/20/fellowship-journalistic-excellence/,4.0,4.0,4.0,3.0,4.0,1.0,1.0
de,en,1499860417_1540491948,https://www.come-on.de/deutschland-welt/offenbach-polizei-findet-hilflosen-mann-kurze-zeit-spaeter-stirbt-zr-13453806.html?cmp=defrss,https://www.siasat.com/bmw-gets-smashed-train-driver-survives-1848775/,https://web.archive.org/web/www.come-on.de/deutschland-welt/offenbach-polizei-findet-hilflosen-mann-kurze-zeit-spaeter-stirbt-zr-13453806.html?cmp=defrss,https://web.archive.org/web/www.siasat.com/bmw-gets-smashed-train-driver-survives-1848775/,4.0,4.0,4.0,4.0,4.0,2.0,3.0
de,en,1571602138_1571127106,"https://www.br.de/nachrichten/deutschland-welt/corona-infektion-boris-johnson-in-stabiler-verfassung,RvULn25",https://www.herald.ng/uk-boris-johnson-oxygen-support/,"https://web.archive.org/web/www.br.de/nachrichten/deutschland-welt/corona-infektion-boris-johnson-in-stabiler-verfassung,RvULn25",https://web.archive.org/web/www.herald.ng/uk-boris-johnson-oxygen-support/,1.0,2.0,1.0,2.0,1.0,1.0,1.0
de,en,1569792647_1547884162,https://www.bzbasel.ch/wirtschaft/trump-droht-mit-zoellen-auf-erdoel-importe-137606532,https://www.cbs7.com/content/news/Fill-er-up-Trump-orders-US-to-stock-up-oil-reserve-after-price-crash-568794901.html,https://web.archive.org/web/www.bzbasel.ch/wirtschaft/trump-droht-mit-zoellen-auf-erdoel-importe-137606532,https://web.archive.org/web/www.cbs7.com/content/news/Fill-er-up-Trump-orders-US-to-stock-up-oil-reserve-after-price-crash-568794901.html,1.0,2.0,3.0,3.0,4.0,1.0,1.0
